Name,Disc. Date,mmax,Host Name,R.A.,Dec.,z,Type,Phot.,Spec.
SN2018jfu,11/28/18,19.3,UGC 11998,22:15.1,+05:09:24.13,0.028963,Ib,1,1
SN2018jme,12/6/18,18.58,CGCG 233-016,"06:24:37.835,06:24:37.77","+50:58:30.73,+50:58:30.0",0.036939,Ic,17,1
SN2018jmt,12/8/18,16.5,PGC 370,54:47.1,-59:30:10.80,0.040541,Ibn,1,
Gaia18dtm,12/9/18,17.35,,"14:35:21.947,14:35:21.84","+20:21:17.79,+20:21:17.64",,BL,143,
SN2018kjy,12/17/18,19.27,NGC 2256,"06:47:17.953,06:47:17.95","+74:14:05.84,+74:14:05.8",0.017519,Ib-Ca-rich,10,
SN2018keq,12/17/18,19,KUG 2320+207,22:42.0,+21:00:43.26,0.04,Ic BL,1,
AT2018ktk,12/20/18,17.1,,35:29.0,+39:22:46.67,,BL,1,
SN2018kva,12/23/18,19.1,,35:16.2,+48:19:03.36,0.0429,Ic,1,
SN2018lai,12/28/18,18.9,CGCG 090-055,"09:02:14.559,09:02:14.56","+14:30:26.41,+14:30:26.2",0.02985,Ib,13,
SN2018kzr,12/28/18,18.6,,28:53.5,+01:06:38.71,0.056,Ic,1,
SN2018liq,12/30/18,17.85,2MASX J04502805+0847582,"04:50:28.004,04:50:28.008,04:50:28.00","+08:47:51.97,+08:47:51.828,+08:47:51.9",0.034,Ic,13,
SN2018lei,12/31/18,16.8,NGC 986,"02:33:34.333,02:33:34.344","-39:02:42.41,-39:02:42.36",0.006585,Ic,1,
SN2019ail,1/8/19,20.1,NGC 3253,28:27.3,+12:42:21.81,0.032319,IIb,1,
SN2019qg,1/8/19,19.7,,41:01.8,+38:59:09.74,0.08,Ic BL,1,
Gaia19ael,1/13/19,17.03,,"02:43:30.885,02:43:30.888","+71:20:18.00,+71:20:17.88",,BL,126,
SN2019uq,1/17/19,19.1,,18:49.8,-11:33:03.91,0.1,Ic,1,
SN2019abp,1/24/19,19.4,,23:26.5,+22:29:10.11,0.037628,IIb,1,
SN2019abb,1/25/19,17.9,CGCG 058-066,54:17.3,+14:16:22.63,0.015317,Ic,1,
SN2019aje,1/31/19,19.1,,53:45.1,+46:38:52.96,0.127,Ic,1,
SN2019amm,2/4/19,19,CGCG 039-186,27:46.3,+06:08:46.84,0.031654,Ib,1,
AT2019avl,2/8/19,17,,15:08.9,+35:08:13.28,,BL,1,
SN2019aur,2/12/19,18.23,UGC 2473,"03:01:10.424,03:01:10.416",+41:23:45.96,0.012369,IIb,18,
SN2019bgl,2/12/19,19.9,KUG 1721+591,22:03.0,+59:06:53.37,0.030583,Ib/c,1,
SN2019bao,2/24/19,17.2,UGC 5687,"10:29:18.522,10:29:18.48,10:29:18.53","+06:07:21.83,+06:07:21.828,+06:07:21.8,+06:07:21.792",0.011885,IIb,11,
SN2019aajs,2/25/19,19.1,,11:03.6,+74:21:41.34,0.0358,Ibn,1,
SN2019bjv,3/1/19,17.8,SDSS J162538.62+472614.3,"16:25:38.651,16:25:38.64","+47:26:14.08,+47:26:13.92",0.0265,Ic,1,
SN2019bkc,3/2/19,18,,00:22.5,-03:01:12.64,0.04,Ic,1,
SN2019bml,3/3/19,19,,11:32.9,+29:22:24.20,0.0305,Ic,1,
Gaia19avo,3/4/19,15.5,,"17:51:32.823,17:51:32.88","+09:39:00.69,+09:39:00.684",,BL,105,
SN2019buy,3/4/19,18.39,,"11:44:16.309,11:44:16.32","+55:06:02.01,+55:06:02.16",0.0549,Ib,17,
SN2019bzo,3/5/19,19.52,,"15:55:34.445,15:55:34.56,15:55:34.44","+26:54:54.77,+26:54:54.72,+26:54:54.8",0.065,IIb,41,
SN2019but,3/14/19,19.1,,24:07.1,+08:55:35.66,0.15,Ic BL,1,
SN2019txl,3/14/19,20,UGC 5084,32:59.4,+27:30:07.80,0.033863,Ib,1,
SN2019bwa,3/17/19,17.6,ESO 511-G7,11:17.6,-25:02:09.45,0.021802,Ib Pec,1,
SN2019cad,3/17/19,18.4,UGC 4798,08:43.0,+44:48:46.04,0.02751,Ic,1,
Gaia19bbw,3/23/19,16.6,,"15:29:42.202,15:29:42.24","+35:08:51.33,+35:08:51.36",,BL,135,
SN2019ccm,3/24/19,18.2,,41:05.3,+73:40:23.02,0.014964,Ib,1,
SN2019cda,3/24/19,17.6,NGC 3362,44:49.8,+06:36:04.03,0.02765,Ic,1,
ASASSN-19hq,3/27/19,15.8,PGC 21381,"07:36:37.434,07:36:37.44","+74:26:46.93,+74:26:47.04",0.012355,Galaxy,1,
SN2019cqr,3/30/19,19.1,,54:10.5,+61:11:41.30,0.1,Ic BL,1,
SN2019daf,4/7/19,19,,47:48.1,+72:03:00.38,0.035,IIb,1,
SN2019cwt,4/8/19,17,ESO 399-G14,"20:00:40.177,20:00:40.08","-34:47:42.59,-34:47:43.08,-34:47:42.72",0.018086,Ic Pec,14,
SN2019dgz,4/10/19,19.5,,16:04.6,+29:51:06.25,0.0364,Ib,1,
SN2019dgw,4/11/19,18.8,,11:11.8,+48:29:33.54,0.095,Ib,1,
SN2019dld,4/11/19,18.8,,46:39.4,+45:38:51.92,0.018,Ic,1,
SN2019txr,4/25/19,20.2,,42:31.9,+56:17:42.19,0.044,Ib/c,1,
SN2019txt,4/28/19,19.7,IC 583,59:06.4,+17:49:10.00,0.026346,Ib,1,
SN2019ehk,4/29/19,15.8,M100,"12:22:56.130,12:22:56.16,12:22:56.14","+15:49:33.60,+15:49:33.96,+15:49:34.0",0.005,Ib,21,
SN2019eix,5/1/19,15.21,NGC 6695,"18:42:42.889,18:42:42.96,18:42:42.90","+40:22:07.80,+40:22:08.04,+40:22:08.0",0.018369,Ic,19,
SN2019eto,5/7/19,17.1,NGC 3016,"09:49:50.634,09:49:50.64","+12:41:43.12,+12:41:43.44",0.029921,Ic BL,1,
SN2019fco,5/13/19,18.73,SDSS J103204.33+465503.6,"10:32:04.696,10:32:04.71","+46:55:03.92,+46:55:03.5",0.04058,IIb,13,
SN2019fxo,5/23/19,17.88,,"11:03:52.610,11:03:52.56","-03:20:13.28,-03:20:13.308",0.024,Ib/c,15,
SN2019fyy,5/25/19,18.4,,54:58.2,-01:53:55.69,0.0362,Ic,1,
SN2019gcl,5/30/19,17.9,,56:55.0,+22:08:31.51,0.0225,Ic BL,1,
SN2019hge,5/31/19,18.22,,"22:24:21.205,22:24:21.12","+24:47:17.11,+24:47:17.16",0.09,IIb,18,
SN2019gyx,6/2/19,17.9,,56:30.6,-03:06:08.48,0.02,Ib,1,
SN2019hbr,6/2/19,18.5,UGC 68,08:09.8,+27:00:13.18,0.029157,Ic,1,
SN2019hsx,6/2/19,18,NGC 6621,12:56.2,+68:21:45.21,0.020652,Ic BL,1,
SN2019gvp,6/3/19,19.4,ESO 453-G3,46:35.5,-31:35:31.28,0.015,Ib,1,
SN2019gwc,6/4/19,18.89,SDSS J160326.65+381057.2,"16:03:26.876,16:03:26.88","+38:11:02.69,+38:11:02.76,+38:11:02.6",0.038003,Ic BL,12,
SN2019hgp,6/8/19,20.2,,36:12.9,+39:44:00.56,0.0641,Icn,1,
SN2019hjg,6/9/19,18.8,,"15:44:12.638,15:44:12.63","+41:06:56.41,+41:06:56.4",0.041,Ic,17,
SN2019hte,6/14/19,19.6,,34:13.6,+21:36:05.89,0.08528,IIb,1,
SN2019hty,6/19/19,19.22,2MASX J12553453+3212213,"12:55:33.010,12:55:33.02","+32:12:21.97,+32:12:21.6",0.02283,Ib-Ca-rich,13,
SN2019icf,6/23/19,19.5,CGCG 226-033,37:36.3,+43:31:03.43,0.034,Ic,1,
SN2019iep,6/23/19,19.3,,06:18.6,+25:27:45.51,0.057,Ibn,1,
SN2019ieh,6/26/19,16.43,,"16:42:10.843,16:42:10.8,16:42:10.84","+06:59:02.42,+06:59:02.472,+06:59:02.5,+06:59:02.508",0.032,Ic BL,21,
SN2019jyn,6/28/19,19.4,,30:20.3,-14:52:04.34,0.073,Ic,1,
SN2019ilo,6/29/19,19.4,KUG 1319+326,21:54.4,+32:25:19.42,0.0343,Ic,1,
Gaia19ctt,7/1/19,17.91,,"03:36:23.806,03:36:23.808","-03:47:38.62,-03:47:38.616",,BL,100,
SN2019klq,7/4/19,17.9,IC 1216,"16:15:55.266,16:15:55.2,16:15:55.22","+68:21:21.17,+68:21:20.88,+68:21:21.0",0.0254,Ib,14,
SN2019loe,7/8/19,20.2,,51:55.7,+10:52:49.11,0.115,Ic BL,1,
Gaia19cyo,7/10/19,17.85,,"11:58:21.161,11:58:21.12","-44:17:07.62,-44:17:07.44",,BL,132,
SN2019lfj,7/12/19,19.2,,57:48.8,+13:10:34.21,0.0888,Ic,1,
Gaia19czt,7/13/19,17.93,,"13:56:11.924,13:56:12",-24:58:18.84,,BL,61,
SN2019oyj,7/15/19,18.6,,46:34.8,+25:06:54.74,0.031,Ib/c,1,
SN2019lsm,7/25/19,17.6,SDSS J143502.16+144639.5,"14:35:02.612,14:35:02.64","+14:46:37.60,+14:46:37.56",0.04168,Ibn,1,
SN2019ltw,7/25/19,17,CGCG 137-076,"16:18:38.495,16:18:38.4","+21:58:23.25,+21:58:23.16",0.016077,IIb,1,
SN2019luy,7/26/19,19.5,MCG +02-02-07,24:21.4,+10:06:08.86,0.045,Ib,1,
SN2019mbz,7/30/19,20.6,,26:00.2,+50:25:19.16,0.027,Ib/c,1,
SN2019moc,8/4/19,15.68,,"23:55:45.998,23:55:45.84","+21:57:19.51,+21:57:19.8",0.0558,Ic BL,11,
SN2019mny,8/4/19,17.9,,47:09.8,-45:13:26.49,0.038,Ic,1,
SN2019mof,8/4/19,18.2,,06:05.1,-28:00:51.27,0.027,Ic BL,1,
SN2019myn,8/8/19,19.5,,43:43.1,+37:03:38.97,0.1,Ibn,1,
SN2019nep,8/10/19,18.4,,03:16.4,+53:36:28.85,0.0383,Ic BL,1,
AT2019nqj,8/12/19,19.1,,48:38.8,-13:22:28.01,,BL,1,
SN2019nkf,8/12/19,16,PGC 3139929,40:58.9,+65:30:55.30,0.0108,Ic,1,
SN2019nxu,8/15/19,19.5,,03:12.4,-10:50:07.02,0.0296,Ib,1,
AT2019npw,8/16/19,20.6,,55:52.4,-25:46:59.81,0.163,IIb,1,
SN2019npv,8/16/19,20.7,,53:32.3,-23:49:58.48,0.056,Ib,1,
SN2019obh,8/18/19,19.3,MRK 0618,36:22.2,-10:22:19.94,0.03555,IIb,1,
SN2019ofk,8/20/19,19.8,PGC 1560629,18:30.1,+18:28:30.27,0.03561,IIb,1,
SN2019ocy,8/21/19,18.8,,50:21.5,+41:09:42.87,0.018,Ib,1,
AT2019oje,8/22/19,18.9,,58:28.4,-37:32:19.55,0.045,IIb,1,
SN2019oli,8/23/19,19.4,,58:06.0,-15:33:31.00,0.065,Ib,1,
SN2019omd,8/24/19,19,,36:57.8,-03:49:39.17,0.082,Ib,1,
SN2019orb,8/24/19,19,,40:34.7,+14:52:48.30,0.02723,Ic,1,
SN2019oqp,8/25/19,19.3,MCG +08-30-42,38:33.2,+45:37:52.18,0.030821,Ic BL,1,
SN2019ouq,8/25/19,21.3,,01:41.9,+30:06:34.34,0.03586,Ic,1,
SN2019oub,8/27/19,20.3,,36:11.5,+51:37:01.41,0.04,Ic,1,
AT2019oyw,8/29/19,14.7,,58:10.5,-08:57:27.20,0.079023,Ic BL,1,
SN2019pfb,9/1/19,19.1,,39:47.3,+59:22:04.79,0.03683,Ib,1,
SN2019pgo,9/1/19,18.4,,53:00.0,+25:07:18.10,0.05,Ic BL,1,
SN2019php,9/2/19,19.7,,50:06.4,+66:04:56.51,0.087,Ibn,1,
AT2019pqh,9/7/19,20.3,,26:28.3,-01:07:53.38,0.133994,II/IIb,1,
SN2019pof,9/7/19,19.2,,12:37.9,+33:02:05.73,0.0155,IIb,1,
SN2019pqo,9/7/19,16.5,NGC 5980,41:30.3,+15:47:03.30,0.013649,IIb,1,
SN2019pxu,9/10/19,19.5,,10:12.6,-00:46:38.91,0.0282,Ib-Ca-rich,1,
SN2019qav,9/11/19,19.5,,48:12.9,+48:04:50.04,0.1353,Ibn,1,
SN2019qar,9/12/19,17.5,NGC 7083,35:46.0,-63:54:16.03,0.010344,Ib Pec,1,
SN2019qfi,9/17/19,18.8,,51:07.9,+12:25:38.60,0.0285,Ic BL,1,
SN2019qvt,9/21/19,18.6,,"03:09:01.539,03:09:01.536","+24:02:37.95,+24:02:38.04",0.0535,Ib,18,
Gaia19ejc,9/28/19,17.19,,"20:09:52.294,20:09:52.32","+72:29:19.43,+72:29:19.32",,BL,81,
SN2019rii,9/28/19,19.2,,22:41.9,+22:52:54.83,0.1234,Ibn,1,
SN2019rlw,9/30/19,18.89,,"07:12:19.927,07:12:19.92","+66:12:12.76,+66:12:12.6",0.027,Ib,11,
SN2019rsq,10/1/19,19.6,KUG 0312-072,14:37.7,-07:00:44.77,0.031,Ic BL,1,
AT2019rta,10/3/19,18,,28:49.3,+75:19:41.06,0.027,IIb,1,
SN2019rwq,10/5/19,17.6,2MASS J02185760-6623310,"02:18:57.689,02:18:57.696","-66:23:30.18,-66:23:30.12",0.0255,Ic,1,
SN2019sjx,10/10/19,19.8,UGC 4441,30:15.0,+39:53:32.44,0.02998,Ib,1,
SN2019swj,10/14/19,19.7,,16:52.5,+05:36:59.56,0.049,Ib,1,
SN2019tdb,10/19/19,20.3,,42:51.8,-06:08:50.88,0.02,Ic,1,
SN2019teb,10/23/19,19.1,,21:06.8,-36:07:21.24,0.032,Ib,1,
SN2019trw,10/28/19,20.1,,18:37.7,-02:42:32.68,0.2,Ic,1,
SN2019tsf,10/29/19,17.46,NGC 3537,"11:08:32.801,11:08:32.88","-10:28:54.44,-10:28:54.48",0.027299,Ib,21,
SN2019tpi,10/29/19,18.9,,25:42.8,+34:39:29.66,0.03,Ic,1,
SN2019tvk,10/31/19,19.3,,35:37.0,-11:28:30.98,0.0796,Ic BL,1,
SN2019twa,11/1/19,18.9,,52:06.4,+24:20:18.97,0.05,Ibn,1,
Gaia19exj,11/2/19,18.19,,"11:36:15.080,11:36:15.12",-00:23:14.28,,BL,119,
SN2019uff,11/2/19,18.24,MCG -03-01-28,"00:19:13.280,00:19:13.277","-14:23:52.25,-14:23:52.08",0.026612,Ib,16,
SN2019vup,11/29/19,18.9,PGC 641975,35:33.8,+43:22:16.85,0.07988,Ic,1,
SN2019wnr,12/6/19,17.9,,58:21.3,+55:55:42.64,0.075,Ic,1,
AT2019wey,12/7/19,17.7,,35:23.3,+55:22:34.20,,BL,1,
SN2019wfy,12/8/19,18.1,,23:00.5,+26:37:23.14,0.0265,Ib/c,1,
SN2019wnp,12/8/19,19,,41:16.6,+20:22:10.91,0.044,Ic,1,
AT2019wix,12/10/19,19.7,,59:35.1,+13:54:54.03,0.051083,Ib,1,
SN2019wpb,12/10/19,18.6,,34:25.3,+50:41:19.53,0.067,Ic,1,
SN2019wqq,12/11/19,17.5,UGC 5744,35:04.8,+46:33:38.14,0.011232,IIb,1,
SN2019wrx,12/15/19,19,,38:26.6,-01:07:57.71,0.03706,IIb,1,
SN2019wzj,12/18/19,17.95,PGC 213076,"02:43:59.550,02:43:59.496","+32:31:41.70,+32:31:41.88",0.02,Ia,12,
SN2019xbm,12/19/19,19.5,UGC 8205,07:14.0,+58:08:03.38,0.027713,IIb,1,
SN2019xcc,12/19/19,19.4,CGCG 095-091,01:12.4,+16:43:29.11,0.028677,Ic BL,1,
SN2019xct,12/19/19,18.8,,38:50.1,-08:19:04.32,0.029,IIb,1,
SN2019yuf,12/24/19,19.4,,33:35.7,+10:58:51.13,0.1,Ic,1,
SN2019yxp,12/27/19,16.36,IC 995,"14:16:32.130,14:16:32.16","+57:48:28.80,+57:48:28.8",0.010417,Ib,10,
SN2019yfv,12/27/19,19.6,,14:14.1,-01:12:02.93,0.04,Ib,1,
SN2019yvr,12/27/19,14.5,NGC 4666,45:08.1,-00:27:32.66,0.005101,Ib,1,
SN2019yvq,12/28/19,15.76,NGC 4441,"12:27:21.690,12:27:21.84","+64:47:59.70,+64:47:59.64",0.00908,Ib/c,12,
SN2019yvs,12/28/19,18.8,IC 3280,24:27.0,+13:13:58.19,0.025478,Ib/c,1,
SN2020dr,1/4/20,18.9,NGC 1099,45:18.9,-17:42:19.15,0.025191,Ic,1,
SN2020nf,1/5/20,17.31,,"17:23:57.389,17:23:57.36","+30:49:16.17,+30:49:16.32",0.0482,Ic,10,
SN2020oc,1/7/20,19.4,,48:02.9,+03:32:17.73,0.062,Ic,1,
AT2020pv,1/8/20,19.9,,27:52.0,+33:34:09.82,0.028748,Ib,1,
SN2020pm,1/8/20,19.5,,28:14.8,+19:14:27.41,0.054,Ic,1,
AT2020ach,1/14/20,20.7,,12:02.8,+15:11:55.51,0.155,Ic BL,1,
SN2020zg,1/15/20,17.9,,02:36.4,-16:11:54.40,0.0557,Ic BL,1,
SN2020abf,1/16/20,19.1,,18:06.0,-15:48:44.85,0.016064,Ic,1,
SN2020ajd,1/19/20,21.2,,45:13.0,-20:45:49.75,0.0746,Ic,1,
AT2020azk,1/22/20,20.5,,02:47.9,-05:02:30.22,0.087,Ib,1,
SN2020ano,1/23/20,19.1,LEDA 2832023,06:25.2,+53:28:45.53,"0.03113,0.03105",IIb,1,
SN2020aok,1/23/20,20,,15:01.4,+52:30:20.04,0.04635,IIb,1,
SN2020axo,1/23/20,20,,28:00.0,+16:36:26.75,0.1,Ic,1,
SN2020ayz,1/26/20,20,KUG 1209+330,12:04.9,+32:44:01.79,0.025149,Ic BL,1,
SN2020bcq,1/27/20,16.8,NGC 5154,26:29.7,+36:00:31.16,0.01861,Ib,1,
SN2020bfb,1/27/20,17.9,NGC 4767B,54:44.2,-39:51:09.50,0.011718,Ic,1,
SN2020bft,1/27/20,18.8,,12:38.5,-32:12:35.19,0.03,IIb,1,
SN2020big,1/29/20,17.7,WISEA J050115.92-140124.3,"05:01:15.791,05:01:15.792","-14:01:27.58,-14:01:27.48",0.024467,Ibn,1,
SN2020bvc,2/4/20,16.7,UGC 9379,"14:33:57.021,14:33:57.12","+40:14:38.10,+40:14:38.04",0.025235,Ic BL,1,
Gaia20aql,2/5/20,17.26,,"12:03:55.344,12:03:55.44","+58:19:45.55,+58:19:45.48",,BL,113,
SN2020byp,2/6/20,18.99,,"16:09:19.663,16:09:19.68","+15:49:20.29,+15:49:20.28",0.041,Ic,10,
SN2020clr,2/12/20,18.68,MCG +10-16-43,"11:00:54.077,11:00:54","+57:46:33.59,+57:46:33.6",0.048258,Ic,13,
SN2020cln,2/12/20,19.8,,19:31.9,-03:53:00.49,0.041,Ib,1,
SN2020cwd,2/19/20,17.4,PGC 481435,"06:06:59.063,06:06:59.064","-49:00:24.85,-49:00:24.84",0.052,Ibn,1,
SN2020dgd,2/19/20,19,,45:35.6,+29:18:38.46,0.03,Ic BL,1,
AT2020ygr,2/20/20,16.2,,48:18.5,+58:20:28.10,,BL,1,
Gaia20aye,2/22/20,16.54,,"19:59:45.670,19:59:45.6","-47:25:19.31,-47:25:19.2",,BL,100,
SN2020dfs,2/23/20,19.8,,41:23.3,-09:17:34.53,0.04106,Ib,1,
Gaia20bcf,2/28/20,11.66,,"19:03:35.140,19:03:35.04","-03:03:15.44,-03:03:15.444",,Star,118,
Gaia20bdi,3/2/20,17.34,,"08:20:20.197,08:20:20.16","+36:40:04.48,+36:40:04.44",,BL,125,
SN2020egt,3/3/20,20.5,,04:50.6,+24:24:35.75,0.040428,Ib/c,1,
SN2020eai,3/5/20,16.3,UGC 3223,59:08.1,+04:58:21.78,0.015621,Ib,1,
Gaia20bkk,3/18/20,14.86,,"08:26:01.573,08:26:01.68","-22:30:27.18,-22:30:27",,BL,108,
SN2020epi,3/19/20,18,PGC 40043,22:08.8,+06:06:01.30,0.024562,Ic,1,
SN2020euy,3/21/20,17.8,Unknown,"13:36:29.488,13:36:29.52,13:36:29.482","+47:34:26.36,+47:34:26.4,+47:34:26.35",0.062312,Ic,1,
SN2020fkb,3/28/20,17.8,Arp 299,28:30.4,+58:33:46.78,0.01041,Ib/c,1,
SN2020fhj,3/29/20,18.9,,08:28.4,+29:00:46.37,0.085,Ic BL,1,
SN2020fqv,3/31/20,15.2,NGC 4568,"12:36:33.261,12:36:33.36,12:36:33.266","+11:13:53.96,+11:13:53.76,+11:13:54.04",0.007522,IIb,12,
SN2020hdh,4/12/20,18.3,NGC 5672,32:38.5,+31:40:15.64,0.011785,Ic,1,
SN2020heq,4/14/20,19,KUG 1553+130,55:31.2,+12:53:45.11,0.03362,Ic,1,
SN2020hoi,4/15/20,19.9,,13:45.8,+24:21:21.42,0.02091,Ib,1,
SN2020hyj,4/16/20,20.3,,23:47.2,+29:58:58.43,0.055,Ic BL,1,
AT2020hqz,4/17/20,18.8,PGC 64434,17:32.8,+00:00:28.89,0.018199,Ib,1,
SN2020hop,4/17/20,18.7,,19:28.2,-13:43:25.33,0.018,Ic,1,
SN2020htt,4/17/20,18.7,,31:38.4,-17:51:08.09,0.023043,Ib,1,
SN2020ivg,4/19/20,20.7,,57:46.0,+41:14:17.98,0.053,IIb,1,
SN2020ikq,4/28/20,19,,36:05.0,+28:58:59.69,0.037,IIb,1,
SN2020itj,5/1/20,20,CGCG 047-108,34:48.4,+08:10:10.44,0.032947,Ib,1,
SN2020jqm,5/11/20,19.4,,49:18.6,-03:46:10.42,0.036962,Ic BL,1,
SN2020kba,5/15/20,19.5,,58:42.6,+08:59:44.55,0.04,Ic,1,
SN2020ksa,5/22/20,18.8,NGC 3478,59:28.0,+46:07:28.47,0.022239,Ib,1,
SN2020kxg,5/24/20,19.1,,20:00.5,-16:39:40.11,0.015,Ib,1,
SN2020kzs,5/25/20,19.3,,14:55.0,+35:31:13.77,0.037395,Ib,1,
SN2020lbh,5/25/20,19.5,,43:25.0,+35:11:02.85,0.15,Ic,1,
AT2020lid,5/29/20,17.7,MCG -01-02-01,20:00.8,-06:20:04.39,0.012372,Ib,1,
SN2020lls,5/31/20,19.9,,10:21.5,+24:26:14.03,0.04106,Ic,1,
SN2020ltq,6/5/20,18.2,ESO 531-G26,44:34.5,-24:36:10.34,0.017587,Ib,1,
SN2020mbc,6/9/20,19.1,,02:03.6,+26:37:49.22,0.0423,Ic,1,
SN2020mso,6/12/20,20.4,,06:14.3,+50:43:34.57,0.1,Ibn,1,
SN2020nac,6/18/20,18,UGC 460,43:24.6,+50:40:28.06,0.017409,Ib,1,
SN2020njz,6/24/20,17.2,MCG -02-06-17,01:51.0,-10:28:11.88,0.015724,Ic,1,
AT2020nxt,7/3/20,17.2,,37:36.2,+35:00:07.66,,Ibn,1,
SN2020obn,7/7/20,19.4,CGCG 318-010,01:21.2,+65:30:15.63,0.031288,Ib,1,
SN2020oce,7/7/20,18.3,NGC 7512,12:20.8,+31:07:33.40,0.023536,Ic,1,
SN2020qlq,7/20/20,21,CGCG 494-007,14:55.1,+31:46:40.98,0.039447,Ib/c,1,
SN2020qkt,7/27/20,19.2,,17:01.8,-17:46:51.78,0.03722,Ic,1,
SN2020qvr,7/31/20,19.2,,25:33.4,-26:25:22.62,0.028,Ic,1,
SN2020qrx,8/3/20,19.2,,23:58.4,+17:22:09.53,0.028387,Ic,1,
SN2020rkz,8/7/20,19.9,,45:17.2,+40:51:00.77,0.1,Ib/c,1,
SN2020rbn,8/10/20,18.7,MCG -01-01-15,00:05.4,-05:12:38.69,0.037659,Ib/c,1,
SN2020rph,8/11/20,20.4,,15:17.8,+37:00:50.65,0.03,Ic BL,1,
SN2020rfr,8/12/20,19.7,,39:49.3,-06:26:15.95,"0.0725,0.475",Ic BL,1,
SN2020rlg,8/16/20,19.1,UGC 2945,04:38.8,+33:48:30.68,0.017445,Ic,1,
SN2020rwz,8/20/20,20.3,,46:47.0,+58:58:47.33,0.0369,Ic,1,
SN2020sai,8/21/20,18.53,,"03:13:22.842,03:13:22.848","+06:38:06.09,+06:38:06",0.03,Ib,11,
SN2020rur,8/21/20,18.6,UGC 3224,59:21.8,+05:37:21.43,0.015647,Ic,1,
SN2020rvf,8/22/20,17.4,CGCG 465-012,"03:54:15.996,03:54:16.008,03:54:15.928","+15:55:42.92,+15:55:42.96,+15:55:42.62",0.022222,Ic,1,
SN2020sbw,8/26/20,19.4,CGCG 389-007,46:03.3,+03:19:47.74,0.023033,IIb,1,
SN2020scb,8/26/20,19.2,CGCG 456-055,18:25.6,+18:30:59.47,0.017429,Ib/c,1,
SN2020sgf,8/28/20,17.8,UGC 2700,"03:22:52.763,03:22:52.776","+42:33:21.95,+42:33:21.96",0.022085,Ic,21,
SN2020tkc,9/6/20,19.7,,06:35.1,+28:18:33.76,0.036,IIb,1,
SN2020sym,9/9/20,19,,29:00.7,-19:06:31.48,0.042,Ic,1,
SN2020sya,9/10/20,19.2,UGC 845,19:17.7,+21:45:45.89,0.031428,Ic,1,
SN2020taz,9/11/20,19,,26:06.3,+10:33:29.71,0.05,Ibn,1,
SN2020tdu,9/13/20,18.6,ESO 552-G1,45:49.0,-21:39:39.93,0.032356,Ib,1,
SN2020tjd,9/15/20,17.16,,"05:46:04.979,05:46:04.992","-23:33:57.80,-23:33:57.6",0.01,IIb,17,
SN2020tii,9/15/20,18.9,2MFGC 17768,41:25.8,-22:42:18.49,0.046432,Ic,1,
Gaia20ekb,9/18/20,17.97,,"13:25:38.107,13:25:38.16","-39:20:38.69,-39:20:38.76",,BL,102,
SN2020tsc,9/18/20,16,MCG -03-21-03,07:53.3,-18:41:58.40,0.051,Ic BL,1,
SN2020twp,9/18/20,20.6,,18:35.4,+05:20:01.22,0.193,Ic,1,
SN2020uas,9/23/20,18.69,UGC 12288,"22:59:38.676,22:59:38.64","+20:08:35.89,+20:08:35.52",0.02361,Ib/c,11,
SN2020uvh,9/28/20,20.5,VII Zw 019,40:44.7,+67:43:55.50,0.016111,Ic,1,
Gaia20eob,9/29/20,14.93,,"02:09:21.619,02:09:21.624","-52:29:22.88,-52:29:22.92",,BL,100,
SN2020urc,10/2/20,19.2,UGC 1769,18:11.1,+37:05:50.04,0.026728,IIb,1,
AT2020xnd,10/12/20,20.5,,20:02.0,-02:50:25.30,,Ib-18cow,1,
SN2020wpq,10/14/20,19.7,,04:50.8,-17:45:40.38,0.038,Ib,1,
Gaia20evx,10/19/20,15.73,,"11:17:06.247,11:17:06.24","+20:14:07.48,+20:14:07.44",,BL,107,
SN2020xpn,10/20/20,19.1,,25:39.0,+16:47:14.60,0.034704,Ic,1,
Gaia20fbo,10/30/20,17.9,,"11:06:24.037,11:06:24","-36:46:58.94,-36:46:58.8",,BL,102,
SN2020yvv,11/3/20,18.9,,59:13.6,+38:37:50.43,0.032,Ib,1,
SN2020yvt,11/4/20,17.6,,03:51.8,+59:26:10.29,0.009969,IIb,1,
SN2020zae,11/8/20,18.5,,07:48.0,-29:48:49.94,0.023,Ib/c,1,
SN2020zcp,11/8/20,20.5,,57:10.5,-00:50:13.37,0.043,Ib,1,
SN2020zgl,11/11/20,14.4,MRK 1131,"23:28:01.143,23:28:01.2","-02:09:53.61,-02:09:53.64",0.006501,Ib Pec,16,
SN2020zlg,11/12/20,20,MSPM 00900,09:55.7,+36:56:44.84,0.0295,Ib,1,
SN2020zwy,11/16/20,19.2,,56:18.8,-22:19:05.30,,Ic,1,
SN2020aaqf,11/19/20,19.3,,07:47.6,+55:00:57.20,0.036562,Ib,1,
SN2020aaxf,11/25/20,19.1,UGC 4352 NED01,20:42.0,-01:24:52.40,0.014813,IIb,1,
SN2020aaxs,11/25/20,17,NGC 5394,58:33.9,+37:27:11.49,0.011501,Ib,1,
SN2020abpa,12/1/20,18.6,CGCG 476-061,32:02.1,+23:33:27.21,0.023303,Ic,1,
SN2020abkp,12/2/20,19.6,,05:06.5,+56:33:30.98,0.030884,IIb,1,
